nodeid,in_population,database.all_fitnesses.island_zero,database.best_program.island_zero,database.end_generation.always_false,database.end_generation.bare_increment,database.feature_dimensions.empty,database.fitness.no_feature_exclusion,database.get.best_fallback,database.init.no_novelty_guard,database.island_fitnesses.global,database.last_iteration.off_by_one,database.load.reset_generations,database.num_islands.off_by_one,database.num_programs.off_by_one,database.per_island_bests.neg_inf_default,database.sample_from_island.drop_inspirations,database.save.iteration_zero,database.store_artifacts.noop,islands.add.ignore_target_scope,islands.capabilities.overclaim,islands.elites.worst_first,islands.load_state_dict.ignore_state,islands.native_select.source_is_target,islands.per_scope_bests.global_best,islands.population.ignore_scope,islands.regions.generic_label,islands.scopes.drop_last,islands.snapshot.limit_before_sort,islands.snapshot.regions_always,islands.state_dict.empty,islands.steps_per_generation.one,islands.target_scope.off_by_one,islands.top_programs.island_wins,islands.top_programs.reversed,islands.topology.flat,prompts.build_mutation_prompt.drop_parent2,prompts.build_mutation_prompt.unfiltered_metrics,prompts.build_mutation_prompt.unfiltered_program_lists,prompts.inject_advice.no_header,prompts.make_prompt_sampler.allow_stochasticity,prompts.make_prompt_sampler.skip_template_registration
tests/test_noema_harness_tick_parity.py::TestHarnessStoreParity::test_store_state_is_identical,no,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_harness_tick_parity.py::TestHarnessTickParity::test_same_on_generation_end_count,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEffectiveness::test_above_average_scores_moderate,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEffectiveness::test_below_average_scores_low,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEffectiveness::test_degenerate_population_scores_tenth,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEffectiveness::test_empty_population_scores_zero,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEffectiveness::test_failure_scores_minus_half,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEffectiveness::test_new_best_scores_high,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEvolutionaryNavigator::test_improvement_streak_triggers_exploitation_with_maximize,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEvolutionaryNavigator::test_low_diversity_triggers_exploration,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEvolutionaryNavigator::test_short_history_returns_balanced,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEvolutionaryNavigator::test_stagnation_triggers_exploration,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestEvolutionaryNavigator::test_state_dict_round_trip,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestExtractionCadenceAndBasis::test_min_population_gate,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestExtractionCadenceAndBasis::test_offspring_counter_survives_checkpoint,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestExtractionCadenceAndBasis::test_thoughts_plus_code_sends_both,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestExtractionCadenceAndBasis::test_top_30_percent_slice,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestExtractionCadenceAndBasis::test_window_cadence_rolls_per_completed_interval,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestHiFoDoesNotSteerOperatorSelection::test_hifo_never_requests_an_operator,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_hifo.py::TestHiFoPromptModule::test_advise_injects_tips_directive_and_regime,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestHiFoPromptModule::test_extraction_adds_tips_and_charges_coordination_account,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestHiFoPromptModule::test_extraction_probability_zero_never_calls_llm,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestHiFoPromptModule::test_failed_child_penalizes_tips,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestHiFoPromptModule::test_log_snapshot_json_serializable,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestHiFoPromptModule::test_registered_in_module_registry,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestHiFoPromptModule::test_report_result_updates_used_tips_only,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestHiFoPromptModule::test_state_dict_round_trip,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestInsightPool::test_adaptive_strategy_prefers_effective_tips,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestInsightPool::test_add_tip_rejects_near_duplicates,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestInsightPool::test_get_tips_marks_usage,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestInsightPool::test_probation_immunity_on_eviction,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestInsightPool::test_seeded_with_default_tips,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestInsightPool::test_state_dict_round_trip,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestInsightPool::test_update_tip_stats_ema_hand_computed,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestNavigatorCadenceRegression::test_exploitation_trigger_reachable_under_steady_improvement,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestNavigatorCadenceRegression::test_history_respects_cap,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestNavigatorCadenceRegression::test_nav_best_history_survives_checkpoint,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestOutcomeAwareCredit::test_evaluated_failure_still_scores_minus_half,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestOutcomeAwareCredit::test_infrastructure_failures_skip_credit,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestPerOperatorSuffixWording::test_controller_stamps_the_drawn_operator,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_hifo.py::TestPerOperatorSuffixWording::test_each_operator_gets_its_own_verbatim_wording,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestPerOperatorSuffixWording::test_none_and_unknown_operators_use_the_i1_set,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestTwoArmPilot::test_children_carry_changes_description,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestTwoArmPilot::test_hifo_arm_learns_extracted_tip,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestTwoArmPilot::test_hifo_children_distributed_across_islands,no,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo.py::TestTwoArmPilot::test_prompts_identical_except_coordination_block,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo_prob_rank.py::TestHiFoProbRankSelection::test_draws_one_parent_from_source_rank_weights,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo_prob_rank.py::TestHiFoProbRankSelection::test_empty_population_is_rejected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo_prob_rank.py::TestHiFoProbRankSelection::test_flat_substrate_defaults_to_hifo_probability_rank_selection,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_hifo_prob_rank.py::TestHiFoProbRankSelection::test_json_checkpoint_continues_the_seeded_draw_sequence,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpAttachment::test_claude_argv_includes_mcp_config,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpAttachment::test_cli_mutation_backend_attaches_inner_mcp_when_session_bound,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpAttachment::test_cli_mutation_backend_without_session_writes_no_mcp_config,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpAttachment::test_deep_coordination_spawn_attaches_inner_mcp,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpAttachment::test_prepare_writes_snapshot_backup_and_mcp_config,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpReadTools::test_best_programs_ranked_by_fitness_and_limited,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpReadTools::test_children_by_parent,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpReadTools::test_coordination_snapshot_passthrough,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpReadTools::test_memory_status_reports_counts_and_run_status,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpReadTools::test_parents_by_child_respects_limit,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpReadTools::test_parents_by_child_walks_the_chain,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpReadTools::test_program_by_id_and_missing,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpServer::test_coordination_mode_swaps_the_submit_tool,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpServer::test_coordination_submit_schema_accepts_only_response_text,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpServer::test_list_tools_return_one_content_block,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpServer::test_mutation_mode_tools,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpSubmit::test_submit_coordination_rejects_empty_or_structured_advice,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpSubmit::test_submit_coordination_writes_llm_text_the_module_can_parse,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpSubmit::test_submit_mutation_rejects_empty_code,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerMcpSubmit::test_submit_mutation_writes_deliverable,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_build_snapshot,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_build_snapshot_lineage_map_uses_program_parent_id,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_build_snapshot_reuses_store_population_snapshot,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_coordination_response_default_prompt_block,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_coordination_response_does_not_admit_system_block,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_coordination_response_hifo_bullets,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_coordination_response_invalid_json,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_coordination_response_prefers_llm_text_over_legacy_advice_fields,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestInnerSession::test_module_help_is_warning_clean,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestSearchLandscapeAcrossSubstrates::test_cvt_displaced_elite_remains_readable_for_lineage,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestSearchLandscapeAcrossSubstrates::test_flat_lineage_stops_at_the_store_retention_boundary,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestSearchLandscapeAcrossSubstrates::test_retained_read_contract_on_every_shipped_substrate,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_inner_session.py::TestSearchLandscapeAcrossSubstrates::test_tree_active_view_can_be_smaller_but_full_lineage_resolves,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_concurrent_island_access_TestConcurrentIslandAccess::test_concurrent_island_state_modification_causes_race_condition,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_concurrent_island_access_TestConcurrentIslandAccess::test_sequential_island_access_works_correctly,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_database_TestProgramDatabase::test_add_and_get,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_database_TestProgramDatabase::test_best_program_tracking,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_database_TestProgramDatabase::test_get_best_program,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_database_TestProgramDatabase::test_island_operations_basic,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_database_TestProgramDatabase::test_multi_island_setup,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_database_TestProgramDatabase::test_population_limit_enforcement,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_child_placement_TestEmptyIslandChildPlacement::test_child_should_go_to_target_island_not_parent_island,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,K,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_child_placement_TestEmptyIslandChildPlacement::test_explicit_target_island_overrides_parent_inheritance,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,K,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_child_placement_TestEmptyIslandChildPlacement::test_sample_from_empty_island_returns_fallback_parent,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,K,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_child_placement_TestIslandChildPlacement::test_child_inherits_parent_island_when_no_target_specified,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_child_placement_TestIslandChildPlacement::test_child_placed_in_target_island_when_specified,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,K,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_child_placement_TestIslandPopulationGrowth::test_islands_should_all_get_populated,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_child_placement_TestRegressionOldBehavior::test_with_target_island_child_goes_to_target,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_child_placement_TestRegressionOldBehavior::test_without_target_island_child_inherits_parent,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_map_elites_TestIslandMapElites::test_global_best_program_tracks_across_islands,yes,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_migration_TestIslandMigration::test_program_island_assignment,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_islands_adapter_fidelity_spec.py::AdapterRouted_test_island_parent_consistency_TestIslandParentConsistency::test_explicit_migration_override,yes,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,K,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.
